Player,Team,Age,G,GS,CG,SHO,IP,H,ER,K,BB,HR,W,L,SV,BS,HLD,ERA,WHIP,AB,2B,3B,HBP,Season,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days,League,City,Mascot
Jonathan Siri,APP,27,15,0,0,0,18.0,16,15,23,15,2,0,1,0,1,0,7.5,1.72,70.0,0,0,0,2022,0.364406779661017,31,54.0,5.666666666666667,0,100,Healthy,0,NNL,Appleton,Raven
Ken Syndergaard,HAR,35,6,0,0,0,18.0,23,15,11,4,5,0,1,0,0,0,7.5,1.5,77.0,0,0,0,2022,0.3333333333333333,27,54.0,13.5,0,100,Healthy,0,SOL,Hartford,Zebra
Josh Sands,FAI,31,7,2,0,0,17.2,28,19,11,3,7,0,1,0,0,0,9.68,1.75,79.6,0,0,0,2022,0.3684210526315789,31,51.599999999999994,11.799999999999999,0,100,Healthy,0,NNL,Fairfield,Puma
Jovani Duffey,HIG,34,15,0,0,0,17.2,20,9,9,8,1,0,1,0,0,0,4.58,1.58,71.6,0,0,0,2022,0.34497816593886466,28,51.599999999999994,5.306666666666667,0,100,Healthy,0,SOL,High Point,Giraffe
Bruce Massey,SCR,32,15,0,0,0,17.2,19,8,15,7,2,2,2,0,0,3,4.08,1.47,70.6,0,0,0,2022,0.3288590604026846,26,51.599999999999994,5.173333333333333,0,100,Healthy,0,NNL,Scranton,Octopus
Zach Bleier,NOR,27,15,0,0,0,17.2,11,4,18,7,0,4,0,0,0,1,2.04,1.02,62.599999999999994,0,0,0,2022,0.2537313432835821,18,51.599999999999994,4.64,0,100,Healthy,0,NNL,Norwich,Guineafowl
Jose Gorman,NEW,26,13,0,0,0,17.1,23,13,12,5,4,0,0,0,0,0,6.75,1.62,74.30000000000001,0,0,0,2022,0.35064935064935066,28,51.300000000000004,6.1000000000000005,0,100,Healthy,0,SOL,Newport News,Horse
Trey Matz,SHR,25,17,0,0,0,17.1,20,6,10,3,1,1,0,0,1,0,3.12,1.33,71.30000000000001,0,0,0,2022,0.3071593533487298,23,51.300000000000004,4.370588235294118,0,100,Healthy,0,SOL,Shreveport,list
Tony Williams,BRI,29,20,0,0,0,17.1,24,16,22,9,2,1,0,0,0,1,8.31,1.9,75.30000000000001,0,0,0,2022,0.38775510204081626,33,51.300000000000004,4.215000000000001,0,100,Healthy,0,NNL,Brighton,Swordtail
Yu Warren,WES,33,17,4,0,0,17.1,12,2,10,1,1,0,0,2,0,5,1.04,0.75,63.300000000000004,0,0,0,2022,0.2,13,51.300000000000004,3.7823529411764714,0,100,Healthy,0,NNL,Westminster,Tarsier
Aledmys Stowers,WES,28,14,0,0,0,17.1,22,7,14,5,2,0,1,0,1,1,3.63,1.56,73.30000000000001,0,0,0,2022,0.3421052631578947,27,51.300000000000004,5.592857142857143,0,100,Healthy,0,SOL,Westminster,Tarsier
Taylor Viloria,HIG,31,11,0,0,0,17.0,25,16,12,14,1,0,0,0,0,0,8.47,2.29,76.0,0,0,0,2022,0.43289224952741023,39,51.0,8.181818181818182,0,100,Healthy,0,SOL,High Point,Giraffe
Michael Martinez,WES,29,18,0,0,0,17.0,16,10,15,3,5,1,2,0,2,1,5.29,1.12,67.0,0,0,0,2022,0.2718446601941748,19,51.0,3.888888888888889,0,100,Healthy,0,SOL,Westminster,Tarsier
Eli Frazier,WES,25,10,0,0,0,17.0,14,11,13,7,2,0,0,0,0,0,5.82,1.24,65.0,0,0,0,2022,0.29245283018867924,21,51.0,7.2,0,100,Healthy,0,SOL,Westminster,Tarsier
Tomas Banks,WES,24,15,0,0,0,17.0,23,20,14,17,1,1,1,0,0,3,10.59,2.35,74.0,0,0,0,2022,0.4392523364485982,40,51.0,6.066666666666666,0,100,Healthy,0,SOL,Westminster,Tarsier
Miguel Blackburn,NEW,36,7,0,0,0,16.2,14,10,5,6,4,1,1,0,0,0,5.4,1.2,62.599999999999994,0,0,0,2022,0.2857142857142857,20,48.599999999999994,9.799999999999999,0,100,Healthy,0,SOL,Newport News,Horse
Nick La Stella,OGD,34,20,0,0,0,16.1,17,13,12,14,5,2,0,0,1,2,7.16,1.9,65.30000000000001,0,0,0,2022,0.38775510204081626,31,48.300000000000004,3.9650000000000007,0,100,Healthy,0,NNL,Ogden,Ermine
Xander Kimbrel,WES,29,12,1,0,0,16.1,24,14,19,5,1,1,1,0,0,0,7.71,1.78,72.30000000000001,0,0,0,2022,0.3723849372384937,29,48.300000000000004,6.441666666666667,0,100,Healthy,0,SOL,Westminster,Tarsier
Josh Quiroz,WES,26,17,1,0,0,16.1,14,8,20,8,2,0,0,0,0,1,4.41,1.35,62.300000000000004,0,0,0,2022,0.31034482758620696,22,48.300000000000004,4.135294117647059,0,100,Healthy,0,NNL,Westminster,Tarsier
Rafael Baez,HIG,29,9,0,0,0,16.1,18,14,13,7,4,0,0,0,0,0,7.71,1.53,66.30000000000001,0,0,0,2022,0.33774834437086093,25,48.300000000000004,8.144444444444446,0,100,Healthy,0,SOL,High Point,Giraffe
Kyle Higgins,CHA,28,4,4,0,0,16.1,13,8,12,4,4,1,1,0,0,0,4.41,1.04,61.300000000000004,0,0,0,2022,0.25742574257425743,17,48.300000000000004,16.325000000000003,0,100,Healthy,0,SOL,Chattanooga,Bee
Enyel Severino,SIO,31,13,0,0,0,16.1,12,8,13,7,0,0,1,0,0,0,4.41,1.16,60.300000000000004,0,0,0,2022,0.2788461538461538,19,48.300000000000004,5.176923076923078,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Joey Cronenworth,CHA,28,11,0,0,0,16.1,16,7,15,0,1,3,0,0,0,1,3.86,0.98,64.30000000000001,0,0,0,2022,0.24623115577889446,16,48.300000000000004,5.845454545454547,0,100,Healthy,0,SOL,Chattanooga,Bee
Dennis Perez,SIO,27,12,0,0,0,16.1,12,5,11,4,4,1,0,0,0,0,2.76,0.98,60.300000000000004,0,0,0,2022,0.24623115577889446,16,48.300000000000004,5.358333333333334,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Ji-Man Andujar,NEW,27,14,0,0,0,16.0,19,10,9,5,3,2,0,0,1,0,5.63,1.5,67.0,0,0,0,2022,0.3333333333333333,24,48.0,5.142857142857143,0,100,Healthy,0,SOL,Newport News,Horse
Dylan Mancini,OGD,24,4,4,0,0,16.0,8,8,17,10,1,0,2,0,0,0,4.5,1.13,56.0,0,0,0,2022,0.27360774818401934,18,48.0,16.5,0,100,Healthy,0,NNL,Ogden,Ermine
Charlie Castellanos,RAN,27,17,0,0,0,16.0,13,6,9,8,2,2,1,0,0,2,3.38,1.31,61.0,0,0,0,2022,0.3039443155452436,21,48.0,4.0588235294117645,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Cole Solak,PRO,29,19,0,0,0,16.0,17,13,22,9,1,1,1,7,2,0,7.31,1.63,65.0,0,0,0,2022,0.3520518358531317,26,48.0,3.8947368421052633,0,100,Healthy,0,NNL,Provo,Duck breeds
Hirokazu Wantz,CHA,27,19,0,0,0,16.0,15,7,9,10,1,1,1,0,0,4,3.94,1.56,63.0,0,0,0,2022,0.3421052631578947,25,48.0,3.8421052631578947,0,100,Healthy,0,SOL,Chattanooga,Bee
Patrick Hoskins,RIC,30,14,0,0,0,15.2,10,7,19,11,0,2,0,0,0,3,4.02,1.34,55.599999999999994,0,0,0,2022,0.30875576036866365,21,45.599999999999994,4.757142857142857,0,100,Healthy,0,SOL,Richmond County,Skink
Dennis Jung,CHI,26,7,0,0,0,15.2,27,17,17,11,4,0,0,0,0,2,9.77,2.43,72.6,0,0,0,2022,0.4475138121546962,38,45.599999999999994,11.942857142857141,0,100,Healthy,0,SOL,Chicago,Common names of poisonous animals
Jhoulys Arano,NEW,26,4,3,0,0,15.1,13,5,11,10,1,1,1,0,0,0,2.93,1.5,58.3,0,0,0,2022,0.3333333333333333,23,45.3,17.075,0,100,Healthy,0,SOL,Newport News,Horse
J.D. Casas,CHI,28,15,0,0,0,15.1,13,7,19,4,3,1,1,0,0,2,4.11,1.11,58.3,0,0,0,2022,0.27007299270072993,17,45.3,4.153333333333333,0,100,Healthy,0,SOL,Chicago,Common names of poisonous animals
Reese Carpenter,HIG,33,15,0,0,0,15.1,18,7,11,7,1,0,0,0,0,3,4.11,1.63,63.3,0,0,0,2022,0.3520518358531317,25,45.3,4.6866666666666665,0,100,Healthy,0,SOL,High Point,Giraffe
Yuli Corbin,WES,33,21,0,0,0,15.1,17,9,15,9,3,2,1,1,2,1,5.28,1.7,62.3,0,0,0,2022,0.36170212765957444,26,45.3,3.395238095238095,0,100,Healthy,0,NNL,Westminster,Tarsier
Anthony Lauer,FAI,29,8,0,0,0,15.1,17,8,9,3,2,0,2,1,1,0,4.7,1.3,62.3,0,0,0,2022,0.3023255813953489,20,45.3,8.1625,0,100,Healthy,0,NNL,Fairfield,Puma
Brandon Brazoban,GIL,26,13,0,0,0,15.1,17,5,12,8,3,0,0,0,1,3,2.93,1.63,62.3,0,0,0,2022,0.3520518358531317,25,45.3,5.407692307692307,0,100,Healthy,0,NNL,Gilbert,Gopher
Bryson Alvarez,MEM,27,4,3,0,0,15.1,15,11,10,13,0,1,2,0,0,0,6.46,1.83,60.3,0,0,0,2022,0.37888198757763975,28,45.3,18.325,0,100,Healthy,0,NNL,Memphis,Thrush
Jesus Megill,NEW,31,14,0,0,0,15.0,13,5,16,5,1,1,1,1,3,3,3.0,1.2,58.0,0,0,0,2022,0.2857142857142857,18,45.0,4.5,0,100,Healthy,0,SOL,Newport News,Horse
Joe Plummer,HAR,27,9,0,0,0,15.0,14,8,19,5,4,0,0,0,0,0,4.8,1.27,59.0,0,0,0,2022,0.29742388758782207,19,45.0,7.111111111111111,0,100,Healthy,0,SOL,Hartford,Zebra
Tucker Crawford,RAN,27,8,0,0,0,14.2,12,5,12,3,0,0,0,0,0,0,3.07,1.02,54.599999999999994,0,0,0,2022,0.2537313432835821,15,42.599999999999994,7.199999999999999,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Robbie Baumann,MEL,24,13,0,0,0,14.2,25,16,24,14,5,1,1,0,0,1,9.82,2.66,67.6,0,0,0,2022,0.46996466431095407,39,42.599999999999994,6.276923076923077,0,100,Healthy,0,NNL,Melbourne,Koi
Bryan Miley,SCR,33,14,2,0,0,14.2,9,2,21,9,1,0,1,0,0,1,1.23,1.23,51.599999999999994,0,0,0,2022,0.2907801418439716,18,42.599999999999994,4.328571428571428,0,100,Healthy,0,NNL,Scranton,Octopus
Junior Martinez,PRO,31,15,0,0,0,14.1,14,8,21,8,1,1,2,0,1,6,5.02,1.53,56.3,0,0,0,2022,0.33774834437086093,22,42.3,4.286666666666666,0,100,Healthy,0,NNL,Provo,Duck breeds
Spencer Whitley,NEW,32,16,0,0,0,14.1,21,9,10,5,2,0,2,2,2,4,5.65,1.81,63.3,0,0,0,2022,0.37629937629937626,26,42.3,4.26875,0,100,Healthy,0,SOL,Newport News,Horse
Leury Thomas,GIL,26,15,0,0,0,14.1,9,6,16,9,2,0,0,0,0,0,3.77,1.26,51.3,0,0,0,2022,0.29577464788732394,18,42.3,4.02,0,100,Healthy,0,NNL,Gilbert,Gopher
Spencer Beasley,NEW,40,17,0,0,0,14.1,18,13,11,4,6,0,0,0,0,4,8.16,1.53,60.3,0,0,0,2022,0.33774834437086093,22,42.3,3.7823529411764705,0,100,Healthy,0,SOL,Newport News,Horse
Trevor Hearn,WES,30,17,0,0,0,14.0,13,7,11,8,0,2,2,2,2,4,4.5,1.5,55.0,0,0,0,2022,0.3333333333333333,21,42.0,3.7058823529411766,0,100,Healthy,0,SOL,Westminster,Tarsier
Max Fraley,RAN,32,8,0,0,0,14.0,7,3,8,7,0,1,1,0,0,0,1.93,1.0,49.0,0,0,0,2022,0.25,14,42.0,7.0,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Jose White,WES,26,10,0,0,0,13.2,12,3,16,4,2,0,0,0,0,1,1.98,1.17,51.599999999999994,0,0,0,2022,0.2805755395683453,16,39.599999999999994,5.56,0,100,Healthy,0,NNL,Westminster,Tarsier
Brad Barnes,SHR,24,11,1,0,0,13.2,17,9,19,6,0,1,1,1,0,0,5.93,1.68,56.599999999999994,0,0,0,2022,0.358974358974359,23,39.599999999999994,5.6909090909090905,0,100,Healthy,0,SOL,Shreveport,list
Andrew Hudson,SIO,28,13,0,0,0,13.2,14,6,11,4,2,1,0,0,0,1,3.95,1.32,53.599999999999994,0,0,0,2022,0.3055555555555555,18,39.599999999999994,4.43076923076923,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Jason Martin,NEW,28,17,0,0,0,13.2,14,7,8,6,1,0,1,0,0,3,4.61,1.46,53.599999999999994,0,0,0,2022,0.3273542600896861,20,39.599999999999994,3.505882352941176,0,100,Healthy,0,SOL,Newport News,Horse
Dany Misiewicz,PRO,26,5,1,0,0,13.2,11,6,10,4,1,0,0,0,0,0,3.95,1.1,50.599999999999994,0,0,0,2022,0.26829268292682934,15,39.599999999999994,10.919999999999998,0,100,Healthy,0,NNL,Provo,Duck breeds
Lucas Detmers,FAI,26,14,0,0,0,13.2,10,5,8,9,1,2,0,4,2,2,3.29,1.39,49.599999999999994,0,0,0,2022,0.31662870159453305,19,39.599999999999994,4.185714285714285,0,100,Healthy,0,NNL,Fairfield,Puma
Jose Rucker,CHA,29,10,0,0,0,13.2,17,14,14,11,3,1,0,0,0,0,9.22,2.05,56.599999999999994,0,0,0,2022,0.4059405940594059,28,39.599999999999994,6.76,0,100,Healthy,0,SOL,Chattanooga,Bee
Alfonso Pop,NAS,28,12,0,0,0,13.1,19,11,12,10,5,0,0,0,1,0,7.43,2.18,58.3,0,0,0,2022,0.4208494208494209,29,39.3,5.691666666666666,0,100,Healthy,0,SOL,Nashville,Crow
MJ Morton,FIT,28,12,0,0,0,13.1,10,4,21,8,1,2,1,0,1,1,2.7,1.35,49.3,0,0,0,2022,0.31034482758620696,18,39.3,4.7749999999999995,0,100,Healthy,0,NNL,Fitchburg,Badger
Kyle Hudson,FIT,29,12,0,0,0,13.1,12,6,9,8,3,1,1,0,0,2,4.05,1.5,51.3,0,0,0,2022,0.3333333333333333,20,39.3,4.941666666666666,0,100,Healthy,0,NNL,Fitchburg,Badger
Will Shaw,FAI,28,6,0,0,0,13.1,9,5,19,2,1,2,1,0,0,1,3.38,0.83,48.3,0,0,0,2022,0.216710182767624,11,39.3,8.383333333333333,0,100,Healthy,0,NNL,Fairfield,Puma
Tyrone Cueto,OGD,30,13,0,0,0,13.1,10,5,18,1,2,0,1,0,1,2,3.38,0.83,49.3,0,0,0,2022,0.216710182767624,11,39.3,3.869230769230769,0,100,Healthy,0,NNL,Ogden,Ermine
Nathan Szapucki,NEW,30,12,0,0,0,13.1,7,5,18,7,2,0,1,0,0,1,3.38,1.05,46.3,0,0,0,2022,0.2592592592592593,14,39.3,4.441666666666666,0,100,Healthy,0,SOL,Newport News,Horse
Spencer Lamet,NEW,32,10,0,0,0,13.1,5,2,13,8,0,2,0,0,0,1,1.35,0.98,44.3,0,0,0,2022,0.24623115577889446,13,39.3,5.2299999999999995,0,100,Healthy,0,SOL,Newport News,Horse
Aaron Acevedo,HAR,30,11,0,0,0,13.0,6,2,12,6,1,0,1,0,1,0,1.38,0.92,45.0,0,0,0,2022,0.23469387755102042,12,39.0,4.636363636363637,0,100,Healthy,0,SOL,Hartford,Zebra
Reiver Azocar,HIG,29,11,0,0,0,13.0,9,3,16,5,1,1,0,0,0,1,2.08,1.08,48.0,0,0,0,2022,0.2647058823529412,14,39.0,4.818181818181818,0,100,Healthy,0,SOL,High Point,Giraffe
Charlie Anderson,HIG,29,12,0,0,0,13.0,14,5,8,0,2,1,3,0,0,3,3.46,1.08,53.0,0,0,0,2022,0.2647058823529412,14,39.0,4.416666666666667,0,100,Healthy,0,SOL,High Point,Giraffe
Zack Albies,GIL,28,14,0,0,0,12.2,11,8,12,9,2,2,0,0,0,1,5.68,1.58,47.599999999999994,0,0,0,2022,0.34497816593886466,20,36.599999999999994,4.042857142857143,0,100,Healthy,0,NNL,Gilbert,Gopher
Stone Urena,SHR,28,6,0,0,0,12.2,16,5,9,3,2,0,0,0,0,0,3.55,1.5,52.599999999999994,0,0,0,2022,0.3333333333333333,19,36.599999999999994,9.266666666666666,0,100,Healthy,0,SOL,Shreveport,list
Jo Massey,MEL,26,8,1,0,0,12.2,19,17,6,5,5,1,1,0,0,0,12.08,1.89,55.599999999999994,0,0,0,2022,0.38650306748466257,24,36.599999999999994,7.574999999999999,0,100,Healthy,0,NNL,Melbourne,Koi
Bryse Berrios,GRA,26,8,0,0,0,12.2,9,3,7,4,2,0,0,0,0,0,2.13,1.03,45.599999999999994,0,0,0,2022,0.25558312655086846,13,36.599999999999994,6.199999999999999,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Spencer White,NEW,29,13,0,0,0,12.2,9,3,12,4,1,0,0,3,0,3,2.13,1.03,45.599999999999994,0,0,0,2022,0.25558312655086846,13,36.599999999999994,3.815384615384615,0,100,Healthy,0,SOL,Newport News,Horse
Tommy Fox,BRI,30,12,0,0,0,12.2,12,11,12,7,1,0,0,0,0,3,7.82,1.5,48.599999999999994,0,0,0,2022,0.3333333333333333,19,36.599999999999994,4.633333333333333,0,100,Healthy,0,NNL,Brighton,Swordtail
Chris Higashioka,HUN,33,13,0,0,0,12.2,5,4,14,3,2,0,0,1,0,1,2.84,0.63,41.599999999999994,0,0,0,2022,0.17355371900826447,8,36.599999999999994,3.43076923076923,0,100,Healthy,0,SOL,Huntsville,Eel
Paolo Jameson,PRO,30,13,0,0,0,12.1,16,13,16,9,2,0,1,0,0,1,9.49,2.03,52.3,0,0,0,2022,0.40357852882703776,25,36.3,4.7153846153846155,0,100,Healthy,0,NNL,Provo,Duck breeds
Yadier Bubic,MEM,25,3,3,0,0,12.1,13,11,12,8,2,1,1,0,0,0,8.03,1.7,49.3,0,0,0,2022,0.36170212765957444,21,36.3,19.099999999999998,0,100,Healthy,0,NNL,Memphis,Thrush
Kirk Garcia,CHA,33,10,0,0,0,12.1,7,2,9,9,0,0,0,0,0,0,1.46,1.3,43.3,0,0,0,2022,0.3023255813953489,16,36.3,5.2299999999999995,0,100,Healthy,0,SOL,Chattanooga,Bee
Lenyn Alcantara,CHA,27,5,0,0,0,12.1,11,5,12,4,2,0,0,0,0,1,3.65,1.22,47.3,0,0,0,2022,0.2890995260663507,15,36.3,10.26,0,100,Healthy,0,SOL,Chattanooga,Bee
Robinson Quinn,SHR,30,12,0,0,0,12.0,9,8,12,7,1,0,0,0,0,1,6.0,1.33,45.0,0,0,0,2022,0.3071593533487298,16,36.0,4.333333333333333,0,100,Healthy,0,SOL,Shreveport,list
Josh Alzolay,PRO,30,8,0,0,0,12.0,19,9,13,6,1,0,1,0,0,0,6.75,2.08,55.0,0,0,0,2022,0.4094488188976378,25,36.0,7.625,0,100,Healthy,0,NNL,Provo,Duck breeds
Adam Bender,NEW,26,6,1,0,0,11.2,9,5,7,6,1,1,0,0,0,0,3.86,1.29,42.599999999999994,0,0,0,2022,0.30069930069930073,15,33.599999999999994,8.1,0,100,Healthy,0,SOL,Newport News,Horse
Luke Fried,CHA,22,3,0,0,0,11.2,8,3,9,3,1,0,1,0,0,0,2.31,0.94,41.599999999999994,0,0,0,2022,0.23857868020304568,11,33.599999999999994,14.866666666666665,0,100,Healthy,0,SOL,Chattanooga,Bee
Tyler Tapia,OGD,27,9,0,0,0,11.2,10,9,6,4,2,0,1,0,0,0,6.94,1.2,43.599999999999994,0,0,0,2022,0.2857142857142857,14,33.599999999999994,5.288888888888888,0,100,Healthy,0,NNL,Ogden,Ermine
Nick Brown,NEW,28,12,0,0,0,11.1,6,7,11,5,1,3,0,0,0,1,5.56,0.97,39.3,0,0,0,2022,0.2443324937027708,11,33.3,3.6916666666666664,0,100,Healthy,0,SOL,Newport News,Horse
Jonah Hill,FAI,25,3,3,0,0,11.1,11,13,9,12,0,0,2,0,0,0,10.32,2.03,44.3,0,0,0,2022,0.40357852882703776,23,33.3,18.766666666666666,0,100,Healthy,0,NNL,Fairfield,Puma
Alex Ramirez,FIT,31,4,2,0,0,11.1,12,8,8,4,3,0,1,0,0,0,6.35,1.41,45.3,0,0,0,2022,0.31972789115646255,16,33.3,12.325,0,100,Healthy,0,NNL,Fitchburg,Badger
Chas Yelich,FAI,31,4,2,0,0,11.0,12,5,9,3,2,0,0,0,0,0,4.09,1.36,45.0,0,0,0,2022,0.3119266055045872,15,33.0,12.0,0,100,Healthy,0,NNL,Fairfield,Puma
Tim Burger,NOR,30,8,0,0,0,11.0,14,7,10,5,2,1,0,0,0,0,5.73,1.73,47.0,0,0,0,2022,0.3657505285412262,19,33.0,6.5,0,100,Healthy,0,NNL,Norwich,Guineafowl
Paolo Marinaccio,NEW,26,11,0,0,0,11.0,8,9,15,18,2,0,0,0,0,0,7.36,2.36,41.0,0,0,0,2022,0.4402985074626866,26,33.0,5.363636363636363,0,100,Healthy,0,SOL,Newport News,Horse
Carlos Guerra,CHI,23,3,2,0,0,11.0,9,2,3,3,2,2,1,0,0,1,1.64,1.09,42.0,0,0,0,2022,0.2665036674816626,12,33.0,15.0,0,100,Healthy,0,SOL,Chicago,Common names of poisonous animals
Mark Walls,RAN,32,6,0,0,0,11.0,11,7,9,4,4,0,1,0,0,0,5.73,1.36,44.0,0,0,0,2022,0.3119266055045872,15,33.0,8.0,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Matt Helsley,MEL,28,7,0,0,0,11.0,13,5,6,0,0,0,0,0,0,2,4.09,1.18,46.0,0,0,0,2022,0.2822966507177034,13,33.0,6.571428571428571,0,100,Healthy,0,NNL,Melbourne,Koi
Michael Beer,OGD,27,9,0,0,0,10.2,9,8,6,7,0,1,0,0,0,1,6.75,1.5,39.599999999999994,0,0,0,2022,0.3333333333333333,16,30.599999999999998,5.177777777777777,0,100,Healthy,0,NNL,Ogden,Ermine
Robinson Lowe,NEW,27,3,1,0,0,10.2,9,5,8,6,1,0,0,0,0,0,4.22,1.41,39.599999999999994,0,0,0,2022,0.31972789115646255,15,30.599999999999998,15.199999999999998,0,100,Healthy,0,SOL,Newport News,Horse
Jose Adon,FAI,24,8,0,0,0,10.2,11,9,7,5,3,0,1,0,0,0,7.59,1.5,41.599999999999994,0,0,0,2022,0.3333333333333333,16,30.599999999999998,5.824999999999999,0,100,Healthy,0,NNL,Fairfield,Puma
German Schrock,NEW,39,11,0,0,0,10.2,15,9,10,4,2,1,0,0,2,0,7.59,1.78,45.599999999999994,0,0,0,2022,0.3723849372384937,19,30.599999999999998,4.509090909090909,0,100,Healthy,0,SOL,Newport News,Horse
Emmanuel Flaherty,NEW,32,5,0,0,0,10.2,6,1,3,1,1,0,0,1,0,0,0.84,0.66,36.599999999999994,0,0,0,2022,0.18032786885245902,7,30.599999999999998,7.519999999999999,0,100,Healthy,0,SOL,Newport News,Horse
Jose O'Hearn,SCR,27,3,3,0,0,10.2,24,18,5,7,5,0,3,0,0,0,15.19,2.91,54.599999999999994,0,0,0,2022,0.4923857868020305,31,30.599999999999998,20.53333333333333,0,100,Healthy,0,NNL,Scranton,Octopus
Jalen O'Hearn,BRE,27,4,2,0,0,10.2,16,13,8,8,1,1,2,0,0,0,10.97,2.25,46.599999999999994,0,0,0,2022,0.42857142857142855,24,30.599999999999998,13.649999999999999,0,100,Healthy,0,SOL,Bremerton,Planarian
Brandon Langeliers,SCR,27,3,1,0,0,10.2,11,8,12,7,3,0,1,0,0,0,6.75,1.69,41.599999999999994,0,0,0,2022,0.36034115138592754,18,30.599999999999998,16.2,0,100,Healthy,0,NNL,Scranton,Octopus
C.J. Zavala,WES,32,10,0,0,0,10.2,14,9,9,1,2,2,1,0,0,0,7.59,1.41,44.599999999999994,0,0,0,2022,0.31972789115646255,15,30.599999999999998,4.56,0,100,Healthy,0,SOL,Westminster,Tarsier
Mark Farmer,BRI,31,6,0,0,0,10.1,9,2,5,3,0,0,0,0,0,0,1.74,1.16,39.3,0,0,0,2022,0.2788461538461538,12,30.299999999999997,7.05,0,100,Healthy,0,NNL,Brighton,Swordtail
Marcell Machin,SIO,33,10,0,0,0,10.1,10,7,8,7,1,1,2,0,1,1,6.1,1.65,40.3,0,0,0,2022,0.3548387096774193,17,30.299999999999997,4.7299999999999995,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Robinson Matijevic,SHR,28,6,0,0,0,10.1,14,11,8,6,3,0,1,0,0,0,9.58,1.94,44.3,0,0,0,2022,0.3927125506072875,20,30.299999999999997,8.383333333333333,0,100,Healthy,0,SOL,Shreveport,list
Keegan Diekman,BRE,35,2,2,0,0,10.0,18,14,7,4,1,0,2,0,0,0,12.6,2.2,48.0,0,0,0,2022,0.4230769230769231,22,30.0,26.0,0,100,Healthy,0,SOL,Bremerton,Planarian
Ryan Dickerson,NOR,27,7,0,0,0,10.0,7,6,8,7,1,0,0,0,0,0,5.4,1.4,37.0,0,0,0,2022,0.3181818181818181,14,30.0,6.285714285714286,0,100,Healthy,0,NNL,Norwich,Guineafowl
Didi Berrios,OLY,36,12,0,0,0,10.0,7,7,10,5,2,0,1,0,0,0,6.3,1.2,37.0,0,0,0,2022,0.2857142857142857,12,30.0,3.5,0,100,Healthy,0,NNL,Olympia,list
Aaron Mazeika,GRA,25,2,2,0,0,10.0,13,6,4,2,1,0,1,0,0,0,5.4,1.5,43.0,0,0,0,2022,0.3333333333333333,15,30.0,22.5,0,100,Healthy,0,SOL,Grayslake,Cephalopod
